"ID";"TypologieCode";"BostypeCode";"SPECIES_NR";"Freq";"KarBed";"IndVal"
3760;"T2";"J1";466;0,01;2,00;5,363414e-04
3761;"T2";"J2";466;0,03;1,00;1,597791e-03
3762;"T2";"J3";466;0,13;2,14;9,222693e-03
3763;"T2";"C3";469;0,01;8,00;5,670116e-05
3764;"T2";"D1";469;0,10;23,09;4,20634e-03
3765;"T2";"D2";469;0,01;14,42;1,953292e-04
3766;"T2";"D4";469;0,62;13,81;0,09
3767;"T2";"D5";469;0,03;2,85;3,249228e-04
3768;"T2";"D6";469;0,12;5,66;8,948538e-03
3769;"T2";"G1";469;0,05;1,25;1,891236e-03
3770;"T2";"G4";469;0,01;1,33;1,062667e-04
3771;"T2";"H2";469;3,745318e-03;1,00;1,301661e-05
3772;"T2";"H3";469;3,10559e-03;3,00;9,522761e-06
3773;"T2";"I2";472;6,440281e-03;4,54;1,104163e-03
3774;"T2";"I3";472;5,464481e-03;1,00;9,996142e-04
3775;"T2";"J1";472;0,01;7,33;0,01
3776;"T2";"I1";473;2,096436e-03;1,00;3,790898e-05
3777;"T2";"I2";473;0,02;3,25;1,197705e-03
3778;"T2";"I4";473;0,05;2,00;0,01
3779;"T2";"J1";473;0,02;2,25;2,711465e-03
3780;"T2";"J2";473;0,15;10,50;0,07
3781;"T2";"J3";473;0,03;3,50;2,140952e-03
3782;"T2";"A";475;0,07;1,25;7,978284e-03
3783;"T2";"D1";475;4,901961e-03;2,00;8,232462e-05
3784;"T2";"D2";475;4,819277e-03;1,50;1,376243e-04
3785;"T2";"D3";475;6,711409e-03;1,00;3,393302e-04
3786;"T2";"G4";475;9,009009e-03;1,50;4,076417e-04
3787;"T2";"I2";475;5,854801e-04;2,00;2,400758e-06
3788;"T2";"I6";475;9,90099e-03;1,00;2,751322e-04
3789;"T2";"A";481;0,09;1,00;0,01
3790;"T2";"A";489;0,03;1,00;2,682378e-04
3791;"T2";"C3";489;8,0e-03;4,00;2,925121e-05
3792;"T2";"D1";489;0,01;3,66;9,964206e-05
3793;"T2";"D2";489;0,03;1,75;1,184528e-03
3794;"T2";"D4";489;0,02;1,00;1,479286e-04
3795;"T2";"D5";489;0,01;2,25;1,231511e-04
3796;"T2";"D6";489;0,03;2,23;7,618871e-04
3797;"T2";"E1";489;0,12;1,66;0,01
3798;"T2";"E2";489;0,18;1,80;0,01
3799;"T2";"F";489;0,35;2,00;0,02
3800;"T2";"G2";489;6,134969e-03;1,00;3,807967e-05
3801;"T2";"A";490;0,17;1,33;3,037549e-03
3802;"T2";"B";490;0,02;1,00;9,466532e-05
3803;"T2";"C1";490;0,44;4,72;0,03
3804;"T2";"C2";490;0,03;1,00;2,002368e-04
3805;"T2";"C3";490;0,20;3,94;0,01
3806;"T2";"D1";490;0,20;3,82;0,01
3807;"T2";"D2";490;0,08;2,16;3,542316e-03
3808;"T2";"D3";490;0,07;2,81;3,087854e-03
3809;"T2";"D4";490;0,02;2,00;8,272383e-05
3810;"T2";"D5";490;0,07;4,00;1,101886e-03
3811;"T2";"D6";490;0,01;3,00;6,302638e-05
3812;"T2";"E1";490;0,08;1,00;3,771822e-03
3813;"T2";"E2";490;0,01;1,00;2,528937e-05
3814;"T2";"H3";490;3,10559e-03;1,00;6,18124e-06
3815;"T2";"I2";490;2,9274e-03;1,00;4,513748e-06
3816;"T2";"I3";490;5,464481e-03;1,00;1,977797e-05
3817;"T2";"J1";490;0,02;2,00;5,297324e-04
3818;"T2";"J3";490;0,03;1,50;4,182726e-04
3819;"T2";"D5";491;4,484305e-03;2,00;4,612591e-05
3820;"T2";"D6";491;0,01;2,50;4,322654e-04
3821;"T2";"G1";491;0,02;2,50;3,288869e-03
3822;"T2";"G2";491;0,05;2,22;0,01
3823;"T2";"G4";491;0,04;3,30;8,21326e-03
3824;"T2";"C3";513;8,0e-03;1,00;9,381736e-06
3825;"T2";"D2";513;0,01;1,33;5,342534e-05
3826;"T2";"D3";513;0,04;2,33;5,269081e-04
3827;"T2";"D4";513;0,09;1,75;7,591221e-04
3828;"T2";"D5";513;4,484305e-03;2,00;2,46864e-06
3829;"T2";"D6";513;0,05;4,42;6,376494e-04
3830;"T2";"E1";513;0,16;1,25;8,653109e-03
3831;"T2";"E2";513;0,06;1,40;3,626094e-04
3832;"T2";"F";513;0,21;1,66;3,257469e-03
3833;"T2";"G1";513;0,08;1,16;1,584171e-03
3834;"T2";"G2";513;0,11;1,52;4,408997e-03
3835;"T2";"G3";513;0,11;1,55;5,545546e-03
3836;"T2";"G4";513;0,26;1,62;0,01
3837;"T2";"H1";513;0,11;1,00;4,102759e-03
3838;"T2";"H2";513;0,41;1,78;0,05
3839;"T2";"H3";513;0,23;1,80;0,01
3840;"T2";"I1";513;0,08;1,65;6,96732e-03
3841;"T2";"I2";513;0,07;1,71;1,566637e-03
3842;"T2";"I3";513;0,06;1,33;1,633448e-03
3843;"T2";"I4";513;0,22;1,58;0,02
3844;"T2";"I5";513;0,15;2,00;5,430786e-03
3845;"T2";"I6";513;0,01;1,50;4,746913e-05
3846;"T2";"J1";513;0,03;2,33;6,835968e-04
3847;"T2";"C3";514;8,0e-03;1,50;7,373082e-04
3848;"T2";"D1";514;4,901961e-03;2,00;2,79065e-04
3849;"T2";"D2";514;9,638554e-03;1,50;1,866082e-03
3850;"T2";"D3";514;6,711409e-03;1,00;1,150266e-03
3851;"T2";"D5";514;4,484305e-03;1,00;1,940098e-04
3852;"T2";"C3";515;0,01;1,00;1,786312e-04
3853;"T2";"D1";515;0,05;7,41;2,433975e-03
3854;"T2";"D2";515;0,04;1,90;2,825653e-03
3855;"T2";"D4";515;0,04;1,50;9,0337e-04
3856;"T2";"D5";515;0,13;1,96;0,01
3857;"T2";"D6";515;0,02;1,36;8,328039e-04
3858;"T2";"E2";515;0,12;2,50;6,904197e-03
3859;"T2";"F";515;0,07;1,00;1,722867e-03
3860;"T2";"G1";515;0,01;2,00;2,09466e-04
3861;"T2";"G2";515;6,134969e-03;2,00;5,81362e-05
3862;"T2";"G4";515;9,009009e-03;1,50;8,369557e-05
3863;"T2";"C2";518;0,01;2,00;1,053043e-03
3864;"T2";"I1";518;1,048218e-03;3,00;3,894906e-05
3865;"T2";"I2";518;9,953162e-03;17,47;1,097634e-03
3866;"T2";"I6";518;0,01;2,00;1,741055e-03
3867;"T2";"J1";518;0,02;4,00;0,01
3868;"T2";"B";526;0,01;3,00;1,024473e-05
3869;"T2";"C1";526;0,12;7,28;1,029553e-03
3870;"T2";"C2";526;0,24;6,28;4,247267e-03
3871;"T2";"C3";526;0,40;6,89;0,01
3872;"T2";"D1";526;0,76;7,58;0,06
3873;"T2";"D2";526;0,21;4,95;8,872241e-03
3874;"T2";"D3";526;0,07;1,63;1,336676e-03
3875;"T2";"D4";526;0,51;4,81;0,01
3876;"T2";"D5";526;0,73;6,31;0,05
3877;"T2";"D6";526;0,25;4,08;0,01
3878;"T2";"E2";526;0,03;1,66;9,852583e-05
3879;"T2";"G1";526;0,06;1,80;8,303248e-04
3880;"T2";"G2";526;0,02;1,75;1,474895e-04
3881;"T2";"G4";526;0,01;3,33;2,985929e-05
3882;"T2";"H3";526;3,10559e-03;3,00;2,675747e-06
3883;"T2";"I1";526;1,048218e-03;1,00;8,015012e-07
3884;"T2";"J3";526;0,01;2,00;4,526566e-05
3885;"T2";"D1";529;4,901961e-03;2,00;3,467102e-05
3886;"T2";"D2";529;7,228916e-03;1,66;1,304111e-04
3887;"T2";"D3";529;0,02;3,50;2,286543e-03
3888;"T2";"D4";529;0,02;1,00;4,632535e-04
3889;"T2";"D5";529;0,02;4,40;6,025941e-04
3890;"T2";"D6";529;0,01;2,16;5,082448e-04
3891;"T2";"F";529;0,07;1,00;3,533986e-03
3892;"T2";"G1";529;0,02;2,00;1,718647e-03
3893;"T2";"G2";529;0,01;2,00;1,073253e-03
3894;"T2";"G4";529;0,02;3,83;1,545105e-03
3895;"T2";"H3";529;3,10559e-03;1,00;3,461495e-05
3896;"T2";"I1";529;2,096436e-03;2,00;4,147465e-05
3897;"T2";"I2";529;5,854801e-04;3,00;1,01108e-06
3898;"T2";"I6";529;9,90099e-03;3,00;1,15872e-04
3899;"T2";"J1";529;0,01;2,00;7,416254e-04
3900;"T2";"C1";530;0,03;1,00;8,73491e-05
3901;"T2";"C2";530;0,05;2,00;2,026945e-04
3902;"T2";"C3";530;0,09;1,65;9,732698e-04
3903;"T2";"D1";530;4,901961e-03;1,00;2,785441e-06
3904;"T2";"D2";530;0,01;2,00;2,91031e-05
3905;"T2";"D3";530;0,09;1,28;2,250312e-03
3906;"T2";"D5";530;4,484305e-03;1,00;1,936476e-06
3907;"T2";"D6";530;0,01;1,50;1,814754e-05
3908;"T2";"G1";530;0,01;1,00;3,451865e-05
3909;"T2";"G2";530;6,134969e-03;2,00;9,580473e-06
3910;"T2";"G4";530;0,02;5,66;1,241324e-04
3911;"T2";"H2";530;0,02;1,57;1,86261e-04
3912;"T2";"H3";530;0,04;1,93;6,257106e-04
3913;"T2";"I1";530;0,15;1,55;0,01
3914;"T2";"I2";530;0,57;1,94;0,07
3915;"T2";"I3";530;0,39;1,75;0,04
3916;"T2";"I4";530;0,28;1,66;0,02
3917;"T2";"I5";530;0,07;2,00;1,065018e-03
3918;"T2";"I6";530;0,42;1,81;0,01
3919;"T2";"J1";530;0,26;1,88;0,02
3920;"T2";"J2";530;0,42;1,81;0,04
3921;"T2";"J3";530;0,35;2,77;0,01
3922;"T2";"A";531;0,05;1,33;8,996479e-05
3923;"T2";"C3";531;0,13;2,50;1,26012e-03
3924;"T2";"D1";531;0,27;2,82;5,361916e-03
3925;"T2";"D2";531;0,21;2,21;5,711607e-03
3926;"T2";"D3";531;0,20;2,41;6,53712e-03
3927;"T2";"D4";531;0,25;2,36;2,668135e-03
3928;"T2";"D5";531;0,36;3,04;7,527635e-03
3929;"T2";"D6";531;0,42;3,61;0,01
3930;"T2";"E1";531;0,45;2,09;0,03
3931;"T2";"E2";531;0,32;2,15;4,556974e-03
3932;"T2";"F";531;0,78;3,54;0,02
3933;"T2";"G1";531;0,50;1,70;0,02
3934;"T2";"G2";531;0,46;2,06;0,03
3935;"T2";"G3";531;0,45;2,08;0,03
3936;"T2";"G4";531;0,34;2,81;0,01
3937;"T2";"H1";531;0,08;1,00;1,072579e-03
3938;"T2";"H2";531;0,13;2,54;3,083229e-03
3939;"T2";"H3";531;0,07;1,86;8,716116e-04
3940;"T2";"I1";531;0,04;2,31;9,555024e-04
3941;"T2";"I2";531;5,854801e-03;1,40;4,812702e-06
3942;"T2";"I3";531;0,01;2,50;2,108791e-05
3943;"T2";"I4";531;0,03;1,00;2,879119e-04
3944;"T2";"I6";531;9,90099e-03;4,00;5,515464e-06
3945;"T2";"J1";531;0,01;2,33;7,942748e-05
3946;"T2";"D2";532;7,228916e-03;1,33;7,917014e-04
3947;"T2";"E2";532;0,03;1,00;7,737767e-03
3948;"T2";"D5";536;4,484305e-03;2,00;1,167711e-04
3949;"T2";"G1";536;0,01;2,00;2,081503e-03
3950;"T2";"G2";536;0,02;2,75;9,243364e-03
3951;"T2";"G4";536;0,01;2,66;1,871321e-03
3952;"T2";"D2";538;2,409639e-03;3,00;1,304231e-05
3953;"T2";"D3";538;6,711409e-03;1,00;1,286299e-04
3954;"T2";"D6";538;5,063291e-03;10,50;5,082917e-05
3955;"T2";"E2";538;0,28;13,78;0,06
3956;"T2";"A";546;0,49;2,36;5,329112e-03
3957;"T2";"B";546;0,32;1,83;5,171194e-03
3958;"T2";"C3";546;0,30;2,85;5,370638e-03
3959;"T2";"D1";546;0,58;4,42;0,01
3960;"T2";"D2";546;0,68;10,01;0,04
3961;"T2";"D3";546;0,46;2,73;0,02
3962;"T2";"D4";546;0,60;3,42;0,01
3963;"T2";"D5";546;0,60;4,07;0,01
3964;"T2";"D6";546;0,42;4,59;0,01
3965;"T2";"E1";546;0,37;3,55;0,01
3966;"T2";"E2";546;0,71;5,98;0,01
3967;"T2";"F";546;0,57;2,87;9,183183e-03
3968;"T2";"G1";546;0,14;3,00;2,110865e-03
3969;"T2";"G2";546;0,12;3,85;1,936726e-03
3970;"T2";"G3";546;0,05;1,00;4,34265e-04
3971;"T2";"G4";546;0,10;1,95;1,003752e-03
3972;"T2";"H2";546;0,01;1,40;4,802719e-05
3973;"T2";"H3";546;0,01;1,50;2,248703e-05
3974;"T2";"I1";546;0,01;1,42;1,519772e-04
3975;"T2";"I2";546;2,9274e-03;1,20;1,026299e-06
3976;"T2";"I3";546;0,01;1,00;4,047258e-05
3977;"T2";"I6";546;9,90099e-03;1,00;4,704645e-06
3978;"T2";"J1";546;0,01;1,50;3,011155e-05
3979;"T2";"J3";546;0,01;2,00;2,377584e-05
3980;"T2";"D1";548;4,901961e-03;2,00;6,627415e-04
3981;"T2";"D2";548;4,819277e-03;1,50;1,107923e-03
3982;"T2";"D5";548;4,484305e-03;2,00;4,607469e-04
3983;"T2";"C3";549;0,01;2,33;2,238338e-04
3984;"T2";"D1";549;4,901961e-03;4,00;3,765299e-05
3985;"T2";"D2";549;2,409639e-03;2,00;1,573638e-05
3986;"T2";"D3";549;0,01;1,50;6,208008e-04
3987;"T2";"H3";549;0,02;2,22;3,04496e-03
3988;"T2";"I1";549;2,096436e-03;2,00;4,504179e-05
3989;"T2";"I2";549;0,03;3,67;4,63922e-03
3990;"T2";"I3";549;0,02;2,00;3,007065e-03
3991;"T2";"I4";549;0,05;3,00;0,01
3992;"T2";"I6";549;0,03;3,00;2,013406e-03
3993;"T2";"J1";549;6,060606e-03;2,00;2,013527e-04
3994;"T2";"J3";549;0,01;3,00;6,359462e-04
3995;"T2";"A";550;0,03;1,50;3,102113e-03
3996;"T2";"C3";550;0,01;2,00;7,61139e-04
3997;"T2";"D2";550;0,01;1,83;1,926396e-03
3998;"T2";"D6";550;2,531646e-03;1,00;5,213647e-05
3999;"T2";"H3";550;3,10559e-03;2,00;1,278306e-04
4000;"T2";"I1";550;1,048218e-03;2,00;3,829076e-05
4001;"T2";"I2";550;1,17096e-03;3,50;1,493539e-05
4002;"T2";"D1";554;4,901961e-03;1,00;9,134433e-04
4003;"T2";"D2";554;4,819277e-03;8,00;1,527027e-03
4004;"T2";"I2";554;5,854801e-04;1,00;2,663792e-05
4005;"T2";"A";556;0,01;1,00;3,234009e-04
4006;"T2";"C2";556;0,03;2,50;1,726819e-03
4007;"T2";"C3";556;0,01;2,33;3,174005e-04
4008;"T2";"D1";556;0,02;2,20;1,334816e-03
4009;"T2";"D4";556;0,04;1,50;2,853602e-03
4010;"T2";"J3";556;0,03;8,00;3,607134e-03
4011;"T2";"A";557;0,07;2,00;0,01
4012;"T2";"I6";557;9,90099e-03;1,00;3,562e-04
4013;"T2";"I2";558;2,9274e-03;2,00;2,344653e-03
4014;"T2";"A";571;0,11;1,00;0,01
4015;"T2";"D3";571;6,711409e-03;1,00;2,890346e-04
4016;"T2";"I6";571;9,90099e-03;2,00;2,343521e-04
4017;"T2";"A";576;0,13;3,71;8,424963e-04
4018;"T2";"B";576;0,01;1,00;1,085087e-05
4019;"T2";"C3";576;0,04;1,63;2,268721e-04
4020;"T2";"D1";576;0,29;2,91;0,01
4021;"T2";"D2";576;0,22;6,85;0,01
4022;"T2";"D3";576;0,06;1,55;9,477416e-04
4023;"T2";"D4";576;0,46;2,90;0,01
4024;"T2";"D5";576;0,24;3,25;5,969745e-03
4025;"T2";"D6";576;0,22;2,14;8,9512e-03
4026;"T2";"E1";576;0,37;6,77;0,03
4027;"T2";"E2";576;0,33;3,96;8,452773e-03
4028;"T2";"F";576;0,71;3,90;0,02
4029;"T2";"G1";576;0,10;2,37;2,251397e-03
4030;"T2";"G2";576;0,01;1,33;8,787143e-05
4031;"T2";"G4";576;0,02;2,00;1,265038e-04
4032;"T2";"H2";576;3,745318e-03;1,00;3,873862e-06
4033;"T2";"I1";576;2,096436e-03;2,00;3,395692e-06
4034;"T2";"I2";576;2,34192e-03;3,75;1,324497e-06
4035;"T2";"I3";576;0,01;1,50;3,627232e-05
4036;"T2";"I6";576;9,90099e-03;2,00;9,486891e-06
4037;"T2";"A";579;0,03;1,50;4,736992e-05
4038;"T2";"C3";579;0,04;1,27;1,562615e-04
4039;"T2";"D1";579;0,45;2,93;0,01
4040;"T2";"D2";579;0,27;3,54;0,01
4041;"T2";"D3";579;0,13;1,50;3,223559e-03
4042;"T2";"D4";579;0,30;1,84;4,414908e-03
4043;"T2";"D5";579;0,76;2,71;0,03
4044;"T2";"D6";579;0,42;2,30;0,02
4045;"T2";"E1";579;0,45;2,18;0,03
4046;"T2";"E2";579;0,71;2,96;0,02
4047;"T2";"F";579;0,85;3,41;0,02
4048;"T2";"G1";579;0,14;2,00;2,931759e-03
4049;"T2";"G2";579;0,04;2,28;3,295126e-04
4050;"T2";"G3";579;0,05;1,00;6,031462e-04
4051;"T2";"G4";579;0,09;2,05;9,681257e-04
4052;"T2";"H2";579;3,745318e-03;1,00;2,668179e-06
4053;"T2";"I1";579;1,048218e-03;1,00;5,84708e-07
4054;"T2";"I2";579;5,854801e-04;1,00;5,701664e-08
4055;"T2";"I3";579;0,01;1,50;2,498309e-05
4056;"T2";"A";582;0,23;6,25;1,498573e-03
4057;"T2";"B";582;0,04;3,00;1,05082e-04
4058;"T2";"C1";582;0,07;3,25;2,155164e-04
4059;"T2";"C2";582;0,01;2,00;1,389189e-05
4060;"T2";"C3";582;0,21;2,33;3,30923e-03
4061;"T2";"D1";582;0,72;15,33;0,03
4062;"T2";"D2";582;0,69;16,83;0,06
4063;"T2";"D3";582;0,46;14,57;0,03
4064;"T2";"D4";582;0,30;1,69;3,879668e-03
4065;"T2";"D5";582;0,62;7,05;0,02
4066;"T2";"D6";582;0,41;10,98;0,01
4067;"T2";"E1";582;0,25;8,00;9,420434e-03
4068;"T2";"E2";582;0,53;7,93;0,01
4069;"T2";"F";582;0,21;4,00;1,576146e-03
4070;"T2";"G1";582;0,17;6,92;3,598342e-03
4071;"T2";"G2";582;0,15;6,15;3,994804e-03
4072;"T2";"G3";582;0,05;6,50;5,300239e-04
4073;"T2";"G4";582;0,21;5,39;4,90035e-03
4074;"T2";"H2";582;7,490637e-03;2,00;9,378811e-06
4075;"T2";"H3";582;6,21118e-03;2,00;6,861401e-06
4076;"T2";"I1";582;8,385744e-03;1,75;3,288455e-05
4077;"T2";"I3";582;0,02;2,50;8,781708e-05
4078;"T2";"I6";582;9,90099e-03;3,00;5,742057e-06
4079;"T2";"J1";582;0,01;2,33;8,269062e-05
4080;"T2";"C1";584;0,01;1,00;1,053413e-04
4081;"T2";"C2";584;0,17;3,90;0,01
4082;"T2";"C3";584;0,16;7,00;0,01
4083;"T2";"D1";584;0,06;1,64;2,633603e-03
4084;"T2";"D2";584;4,819277e-03;4,50;2,246257e-05
4085;"T2";"D3";584;6,711409e-03;4,00;5,538435e-05
4086;"T2";"D4";584;0,09;2,25;2,872542e-03
4087;"T2";"D5";584;4,484305e-03;1,00;9,341412e-06
4088;"T2";"D6";584;0,01;1,66;1,969702e-04
4089;"T2";"E2";584;0,01;1,00;5,488502e-05
4090;"T2";"I1";584;3,144654e-03;1,00;3,616537e-05
4091;"T2";"J1";584;0,02;3,75;1,149667e-03
4092;"T2";"J3";584;0,11;3,16;8,169916e-03
4093;"T2";"B";585;0,02;7,00;2,516802e-04
4094;"T2";"C1";585;0,03;15,50;5,161799e-04
4095;"T2";"C2";585;0,24;8,71;0,02
4096;"T2";"C3";585;0,09;10,65;5,751431e-03
4097;"T2";"D1";585;0,03;2,12;1,053456e-03
4098;"T2";"D2";585;0,01;3,00;1,719816e-04
4099;"T2";"D3";585;0,02;7,50;1,085549e-03
4100;"T2";"D5";585;4,484305e-03;1,00;1,144339e-05
4101;"T2";"D6";585;2,531646e-03;1,00;6,702555e-06
4102;"T2";"I1";585;1,048218e-03;1,00;4,922579e-06
4103;"T2";"J1";585;0,01;13,33;7,922041e-04
4104;"T2";"J2";585;0,03;2,00;2,36002e-03
4105;"T2";"J3";585;0,03;11,00;1,112032e-03
4106;"T2";"D1";589;0,01;1,00;2,569326e-03
4107;"T2";"D2";589;4,819277e-03;1,50;4,772456e-04
4108;"T2";"D5";589;0,01;1,00;1,78623e-03
4109;"T2";"A";598;0,03;2,00;3,211876e-05
4110;"T2";"C3";598;0,05;1,35;1,716243e-04
4111;"T2";"D1";598;0,13;14,25;9,664214e-04
4112;"T2";"D2";598;0,07;9,09;6,03354e-04
4113;"T2";"D3";598;0,16;8,96;3,415166e-03
4114;"T2";"D4";598;0,55;5,16;0,01
4115;"T2";"D5";598;0,37;11,37;6,349119e-03
4116;"T2";"D6";598;0,50;13,76;0,02
4117;"T2";"E1";598;0,79;46,73;0,07
4118;"T2";"E2";598;0,61;19,59;0,01
4119;"T2";"F";598;1,00;41,64;0,02
4120;"T2";"G1";598;0,45;12,17;0,01
4121;"T2";"G2";598;0,41;5,94;0,02
4122;"T2";"G3";598;0,64;17,72;0,06
4123;"T2";"G4";598;0,37;4,91;0,01
4124;"T2";"H1";598;0,22;4,25;6,126825e-03
4125;"T2";"H2";598;0,22;4,96;6,512887e-03
4126;"T2";"H3";598;0,16;6,05;3,578844e-03
4127;"T2";"I1";598;0,08;4,46;2,350589e-03
4128;"T2";"I2";598;0,02;1,93;7,484505e-05
4129;"T2";"I3";598;0,09;2,88;1,372105e-03
4130;"T2";"I4";598;0,01;1,00;5,781871e-05
4131;"T2";"I6";598;0,04;2,60;1,10762e-04
4132;"T2";"D4";605;0,06;10,33;0,01
4133;"T2";"D6";605;5,063291e-03;35,00;1,893933e-04
4134;"T2";"G2";605;6,134969e-03;2,00;3,999392e-04
4135;"T2";"A";607;0,01;1,00;3,186823e-05
4136;"T2";"B";607;0,10;1,00;2,011179e-03
4137;"T2";"C3";607;0,02;2,16;1,251078e-04
4138;"T2";"D1";607;0,12;1,52;3,288352e-03
4139;"T2";"D2";607;0,35;2,58;0,04
4140;"T2";"D3";607;0,04;1,66;7,807168e-04
4141;"T2";"D4";607;0,16;1,28;3,44466e-03
4142;"T2";"D5";607;0,23;2,26;0,01
4143;"T2";"D6";607;0,18;2,12;0,01
4144;"T2";"E1";607;0,08;1,50;3,205316e-03
4145;"T2";"E2";607;0,25;2,15;8,596423e-03
4146;"T2";"G1";607;0,08;1,83;2,347257e-03
4147;"T2";"G2";607;0,06;1,80;1,809636e-03
4148;"T2";"G3";607;0,01;1,00;1,01442e-04
4149;"T2";"G4";607;0,02;3,00;2,344712e-04
4150;"T2";"H2";607;3,745318e-03;2,00;7,180096e-06
4151;"T2";"I6";607;9,90099e-03;1,00;1,758369e-05
4152;"T2";"D2";610;2,409639e-03;2,00;1,059634e-04
4153;"T2";"D3";610;6,711409e-03;1,00;1,045066e-03
4154;"T2";"I1";610;2,096436e-03;1,00;3,032962e-04
4155;"T2";"I2";610;9,953162e-03;1,11;2,136817e-03
4156;"T2";"I6";610;9,90099e-03;1,00;8,473495e-04
4157;"T2";"J1";610;6,060606e-03;1,00;1,355841e-03
4158;"T2";"H3";617;9,31677e-03;2,33;1,344474e-03
4159;"T2";"I2";617;4,098361e-03;2,14;2,138098e-04
4160;"T2";"I6";617;0,04;2,40;0,01
4161;"T2";"A";618;0,01;2,00;2,381662e-04
4162;"T2";"D2";618;7,228916e-03;2,00;1,479e-04
4163;"T2";"D3";618;0,01;1,00;6,482956e-04
4164;"T2";"H2";618;3,745318e-03;1,00;5,366021e-05
4165;"T2";"H3";618;0,03;4,20;3,925702e-03
4166;"T2";"I1";618;7,337526e-03;2,00;5,761991e-04
4167;"T2";"I2";618;0,01;2,46;8,989905e-04
4168;"T2";"I6";618;0,10;1,81;0,01
4169;"T2";"J1";618;0,01;2,00;8,410819e-04
4170;"T2";"J3";618;0,01;2,00;6,641117e-04
4171;"T2";"I2";621;1,17096e-03;2,50;2,375027e-05
4172;"T2";"I3";621;5,464481e-03;2,00;6,504187e-04
4173;"T2";"I6";621;0,03;2,50;0,01
4174;"T2";"D2";624;2,409639e-03;1,00;5,304276e-05
4175;"T2";"D3";624;0,02;3,66;4,708214e-03
4176;"T2";"I1";624;3,144654e-03;1,66;3,416013e-04
4177;"T2";"I2";624;0,01;1,42;1,632218e-03
4178;"T2";"I3";624;0,01;1,00;3,648939e-03
4179;"T2";"I6";624;0,01;1,50;1,696651e-03
4180;"T2";"A";625;0,05;1,33;1,388736e-03
4181;"T2";"C3";625;4,0e-03;1,00;1,682678e-05
4182;"T2";"D3";625;6,711409e-03;1,00;1,05005e-04
4183;"T2";"G4";625;4,504505e-03;2,00;3,153597e-05
4184;"T2";"H3";625;0,03;3,00;3,662494e-03
4185;"T2";"I1";625;5,24109e-03;1,60;1,904643e-04
4186;"T2";"I2";625;0,01;2,90;3,595684e-04
4187;"T2";"I3";625;5,464481e-03;1,00;8,138055e-05
4188;"T2";"I6";625;0,15;2,18;0,02
4189;"T2";"J1";625;0,01;2,00;1,226077e-03
4190;"T2";"J2";625;0,03;2,00;3,652553e-03
4191;"T2";"J3";625;0,01;2,00;4,302672e-04
4192;"T2";"A";629;0,13;1,85;0,01
4193;"T2";"D2";629;4,819277e-03;1,00;1,107776e-04
4194;"T2";"A";631;0,39;6,15;6,238864e-03
4195;"T2";"C1";631;0,03;1,00;8,075144e-05
4196;"T2";"C2";631;0,15;11,88;1,686461e-03
4197;"T2";"C3";631;0,26;10,32;7,186147e-03
4198;"T2";"D1";631;0,16;2,58;2,976758e-03
4199;"T2";"D2";631;0,24;9,34;0,01
4200;"T2";"D3";631;0,42;7,63;0,04
4201;"T2";"D5";631;0,15;2,05;2,193007e-03
4202;"T2";"D6";631;0,04;1,75;2,68429e-04
4203;"T2";"E1";631;0,04;1,00;3,921917e-04
4204;"T2";"E2";631;0,01;1,00;1,051829e-05
4205;"T2";"G2";631;0,03;1,40;2,21421e-04
4206;"T2";"G3";631;0,05;1,00;7,943748e-04
4207;"T2";"G4";631;0,06;4,26;7,172278e-04
4208;"T2";"H2";631;0,05;2,60;7,906792e-04
4209;"T2";"H3";631;0,08;14,03;2,015575e-03
4210;"T2";"I1";631;0,10;3,51;7,097156e-03
4211;"T2";"I2";631;0,04;2,00;4,686608e-04
4212;"T2";"I3";631;0,08;1,81;2,105857e-03
4213;"T2";"I4";631;0,03;1,00;4,492365e-04
4214;"T2";"I5";631;0,07;2,00;9,845751e-04
4215;"T2";"I6";631;0,64;18,01;0,03
4216;"T2";"J1";631;0,30;5,54;0,03
4217;"T2";"J3";631;0,13;4,28;2,131094e-03
4218;"T2";"C2";632;0,01;1,00;2,74656e-05
4219;"T2";"C3";632;0,05;6,92;4,397677e-04
4220;"T2";"D1";632;0,04;4,88;2,751495e-04
4221;"T2";"D2";632;0,02;12,08;2,044332e-04
4222;"T2";"D3";632;0,06;3,70;1,400156e-03
4223;"T2";"D5";632;0,12;3,62;1,721589e-03
4224;"T2";"D6";632;0,06;4,33;7,967277e-04
4225;"T2";"E1";632;0,04;1,00;5,173641e-04
4226;"T2";"E2";632;0,03;2,66;1,248779e-04
4227;"T2";"G2";632;0,11;4,22;3,785487e-03
4228;"T2";"G3";632;0,01;13,00;6,549428e-05
4229;"T2";"G4";632;0,24;8,22;0,01
4230;"T2";"H1";632;0,22;11,62;0,01
4231;"T2";"H2";632;0,38;8,16;0,04
4232;"T2";"H3";632;0,40;13,46;0,05
4233;"T2";"I1";632;0,06;6,01;4,032004e-03
4234;"T2";"I2";632;0,04;3,91;5,135318e-04
4235;"T2";"I3";632;0,04;11,75;6,944914e-04
4236;"T2";"I4";632;0,03;2,00;5,926155e-04
4237;"T2";"I5";632;0,07;2,00;1,298813e-03
4238;"T2";"I6";632;0,39;14,72;0,01
4239;"T2";"J1";632;0,10;5,82;5,24976e-03
